cmpdname,isosmiles
"Benzene-1,4-diamine, N-(benzo(g)quinolin-4-yl)-N'-(2-(diethylamino)ethyl)-",CCN(CC)CCNC1=CC=C(C=C1)NC2=CC=NC3=CC4=CC=CC=C4C=C23
Spaglumic acid,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
"4-(1-Hydroxy-2-{[1-(4-hydroxyphenyl)propan-2-yl]amino}ethyl)benzene-1,2-diol",CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=C(C=C2)O)O)O
"(6R,7R)-7-[(2-Amino-2-phenylacetyl)amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
Tripelennamine citrate,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Benfluorex hydrochloride,CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2.Cl
"3-Amino-2,3-dihydrobenzoic acid hydrochloride",C1C(C=CC=C1C(=O)O)N.Cl
"1-(4-Methoxyphenyl)-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole",COC1=CC=C(C=C1)C2C3=C(CCN2)C4=CC=CC=C4N3
"Benzamide, N-(4-pyridylmethyl)-3,4,5-trimethoxy-",COC1=CC(=CC(=C1OC)OC)C(=O)NCC2=CC=NC=C2
"Acetamide, N-(2-benzoyl-4-chlorophenyl)-2-(diethylamino)-",CCN(CC)CC(=O)NC1=C(C=C(C=C1)Cl)C(=O)C2=CC=CC=C2
"Cyclopentanecarboxylic acid, 1-phenyl-, 2-(dimethylamino)ethyl ester",CN(C)CCOC(=O)C1(CCCC1)C2=CC=CC=C2
"1,3-Diphenyl-1H-pyrazol-5-amine",C1=CC=C(C=C1)C2=NN(C(=C2)N)C3=CC=CC=C3
N-(3-Bromophenyl)benzamide,C1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)Br
"Ethyl 4-(diethylaminomethyl)-5-hydroxy-1,2-dimethylindole-3-carboxylate",CCN(CC)CC1=C(C=CC2=C1C(=C(N2C)C)C(=O)OCC)O
"6H-Pyrimido(2,1-b)quinazolin-6-one, 1,2,3,4-tetrahydro-",C1CNC2=NC3=CC=CC=C3C(=O)N2C1
"2-Methyl-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4-ol",CC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1
Vesamicol hydrochloride,C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O.Cl
"Benzoic acid, p-(2-methyl-5-phenylpyrrol-1-yl)-, hydrazide",CC1=CC=C(N1C2=CC=C(C=C2)C(=O)NN)C3=CC=CC=C3
"3-Acetoxy-5-[2-(dimethylamino)ethyl]-2,3-dihydro-2-(4-methoxyphenyl)-1,5-benzothiazepin-4(5H)-one monohydrochloride",CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl
"(7R)-7,15,17-Trihydroxy-11-methyl-12-oxabicyclo[12.4.0]octadeca-1(14),15,17-trien-13-one",CC1CCC[C@@H](CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O
"3(2H)-Pyridazinone, 4,5-dihydro-6-(4-propoxyphenyl)-",CCCOC1=CC=C(C=C1)C2=NNC(=O)CC2
"4,4'-Dimethoxydiphenylmethane",COC1=CC=C(C=C1)CC2=CC=C(C=C2)OC
"(3,4-Dimethoxybenzylidene)malononitrile",COC1=C(C=C(C=C1)C=C(C#N)C#N)OC
"4-Chloro-n,n-dipropylbenzamide",CCCN(CCC)C(=O)C1=CC=C(C=C1)Cl
Cortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
"2,4-Diacetoxybenzoic acid",CC(=O)OC1=CC(=C(C=C1)C(=O)O)OC(=O)C
Glutaranilic acid,C1=CC=C(C=C1)NC(=O)CCCC(=O)O
"1,3,7-Trimethyl-8-phenoxy-3,7-dihydro-purine-2,6-dione",CN1C2=C(N=C1OC3=CC=CC=C3)N(C(=O)N(C2=O)C)C
N-Tosyl-2-naphthylamine,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=CC=CC=C3C=C2
S-[2-(2-Hydroxyanilino)-2-oxoethyl] carbamothioate,C1=CC=C(C(=C1)NC(=O)CSC(=O)N)O
S-{2-[(3-Hydroxyphenyl)amino]-2-oxoethyl} carbamothioate,C1=CC(=CC(=C1)O)NC(=O)CSC(=O)N
S-{2-[(4-Methoxyphenyl)amino]-2-oxoethyl} carbamothioate,COC1=CC=C(C=C1)NC(=O)CSC(=O)N
Carbamothioic acid S-[2-(2-methoxyanilino)-2-oxoethyl] ester,COC1=CC=CC=C1NC(=O)CSC(=O)N
"Tetramethyl 1,2,3,4-butanetetracarboxylate",COC(=O)CC(C(CC(=O)OC)C(=O)OC)C(=O)OC
N-(2-Ethoxyphenyl)benzamide,CCOC1=CC=CC=C1NC(=O)C2=CC=CC=C2
"4,4'-(2-Methylpropylidene)bisphenol",CC(C)C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
Reichsteins Substance S,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C
Gossypol acetic acid,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O
Methandriol,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C)O
2-Nitro-N-phenylbenzenesulfonamide,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2[N+](=O)[O-]
"3,5-Diphenyl-4H-1,2,4-triazol-4-amine",C1=CC=C(C=C1)C2=NN=C(N2N)C3=CC=CC=C3
2-Methyl-4-phenyl-1H-pyrrole-3-carboxylic acid ethyl ester,CCOC(=O)C1=C(NC=C1C2=CC=CC=C2)C
"1,2-Bis(3,4-dimethoxyphenyl)ethanone",COC1=C(C=C(C=C1)CC(=O)C2=CC(=C(C=C2)OC)OC)OC
"2,4-Dimethoxy-5-nitrobenzaldehyde",COC1=CC(=C(C=C1C=O)[N+](=O)[O-])OC
1-Benzoyl-4-methylpiperidine,CC1CCN(CC1)C(=O)C2=CC=CC=C2
N-[4-(4-Benzamidophenyl)phenyl]benzamide,C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C3=CC=C(C=C3)NC(=O)C4=CC=CC=C4
5-Methyl-2-(propan-2-yl)cyclohexyl 4-nitrobenzoate,CC1CCC(C(C1)OC(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(C)C
S-{2-[(4-Acetylphenyl)amino]-2-oxoethyl} carbamothioate,CC(=O)C1=CC=C(C=C1)NC(=O)CSC(=O)N
"1-(4-Methoxyphenyl)-1H-pyrrole-2,5-dione",COC1=CC=C(C=C1)N2C(=O)C=CC2=O
"1-(3-Nitrophenyl)-1H-pyrrole-2,5-dione",C1=CC(=CC(=C1)[N+](=O)[O-])N2C(=O)C=CC2=O
4-(3-Nitrophenylsulfonyl)morpholine,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-]
N-(4-Chlorophenyl)-4-nitrobenzamide,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)Cl)[N+](=O)[O-]
"2-Benzylidene-1h-indene-1,3(2h)-dione",C1=CC=C(C=C1)C=C2C(=O)C3=CC=CC=C3C2=O
3-Diphenylmethoxytropane mesylate,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O
5-Oxo-N-phenylprolinamide,C1CC(=O)NC1C(=O)NC2=CC=CC=C2
1-[4-(4-Nitrophenoxy)phenyl]ethanone,CC(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
"4,4'-(6-Methylpyrimidine-2,4-diyl)dimorpholine",CC1=CC(=NC(=N1)N2CCOCC2)N3CCOCC3
"2-(4-Chlorophenyl)-2,3-dihydro-1h-naphtho[1,2-e][1,3]oxazine",C1C2=C(C=CC3=CC=CC=C23)OCN1C4=CC=C(C=C4)Cl
"1h-Naphth[1,2-e][1,3]oxazine, 2-(4-bromophenyl)-2,3-dihydro-",C1C2=C(C=CC3=CC=CC=C23)OCN1C4=CC=C(C=C4)Br
N-(2-Methoxy-5-methylphenyl)-3-oxobutanamide,CC1=CC(=C(C=C1)OC)NC(=O)CC(=O)C
1-(Diethylamino)-3-phenoxypropan-2-ol,CCN(CC)CC(COC1=CC=CC=C1)O
N-(4-Fluorophenyl)benzamide,C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)F
N-(2-Hydroxyethyl)-3-nitrobenzamide,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NCCO
"Acetamide, n-[1-(4-nitrobenzoyl)ethenyl]-",CC(=O)NC(=C)C(=O)C1=CC=C(C=C1)[N+](=O)[O-]
1-[(4-Methylphenyl)sulfonyl]pyrrolidine,CC1=CC=C(C=C1)S(=O)(=O)N2CCCC2
(S)-Adrenaline,CNC[C@H](C1=CC(=C(C=C1)O)O)O
Medrysone,C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C
"1-(3-Chlorophenyl)-1H-pyrrole-2,5-dione",C1=CC(=CC(=C1)Cl)N2C(=O)C=CC2=O
Ethyl 3-hydroxyquinoxaline-2-carboxylate,CCOC(=O)C1=NC2=CC=CC=C2NC1=O
8-Chloro-5-nitroquinoline,C1=CC2=C(C=CC(=C2N=C1)Cl)[N+](=O)[O-]
[(2-Oxoindol-3-yl)amino]urea,C1=CC=C2C(=C1)C(=C(N2)O)N=NC(=O)N
Anisomycin,CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O
"4,4(5h)-Oxazoledimethanol, 2-phenyl-",C1C(N=C(O1)C2=CC=CC=C2)(CO)CO
[4-(3-Chlorophenyl)piperazinyl]phenylmethane-1-thione,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=S)C3=CC=CC=C3
Bis(4-allyloxyphenyl)sulfone,C=CCOC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)OCC=C
Benzothiazol-2-yl-phenyl-methanol,C1=CC=C(C=C1)C(C2=NC3=CC=CC=C3S2)O
"5-(1,3-Benzodioxol-5-ylmethylene)pyrimidine-2,4,6(1h,3h,5h)-trione",C1OC2=C(O1)C=C(C=C2)C=C3C(=O)NC(=O)NC3=O
(4-Methoxyphenyl)(4-phenylpiperazin-1-yl)methanethione,COC1=CC=C(C=C1)C(=S)N2CCN(CC2)C3=CC=CC=C3
[4-(2-Methylphenyl)piperazin-1-yl](phenyl)methanethione,CC1=CC=CC=C1N2CCN(CC2)C(=S)C3=CC=CC=C3
1-(4-Bromophenyl)sulfonyl-4-phenylpiperazine,C1CN(CCN1C2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)Br
"2-(4-Chlorophenyl)-5-phenyl-1,3-oxazole",C1=CC=C(C=C1)C2=CN=C(O2)C3=CC=C(C=C3)Cl
3-(2-Methylaminoethyl)indol-5-ol oxalate,CNCCC1=CNC2=C1C=C(C=C2)O.C(=O)(C(=O)O)O
"2,3-Bis(2-hydroxyethylthio)-1,4-naphthalenedione",C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO
"2,4,6(1H,3H,5H)-Pyrimidinetrione, 5-[(2-chlorophenyl)methylene]-",C1=CC=C(C(=C1)C=C2C(=O)NC(=O)NC2=O)Cl
"4,4'-Dimethoxyoctafluorobiphenyl",COC1=C(C(=C(C(=C1F)F)C2=C(C(=C(C(=C2F)F)OC)F)F)F)F
"Ethanone, 1-(1,1'-biphenyl-4-yl)-2-(2-pyridylthio)-",C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CSC3=CC=CC=N3
"4-(2-Hydroxynaphthalen-1-yl)naphthalene-1,2-dione",C1=CC=C2C(=C1)C=CC(=C2C3=CC(=O)C(=O)C4=CC=CC=C43)O
"1-(3,4-Dichlorophenyl)-3-[3-(trifluoromethyl)phenyl]urea",C1=CC(=CC(=C1)NC(=O)NC2=CC(=C(C=C2)Cl)Cl)C(F)(F)F
2-[(Tert-butoxycarbonyl)amino]-4-methylpentanoic acid,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C
"1-N,4-N-Bis(3-acetylphenyl)benzene-1,4-dicarboxamide",CC(=O)C1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC(=C3)C(=O)C
3-Oxo-3-phenyl-N-pyridin-3-yl-propionamide,C1=CC=C(C=C1)C(=O)CC(=O)NC2=CN=CC=C2
BOC-DL-Phenylalanine,CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)O
(4-(3-Chlorophenyl)piperazin-1-yl)(4-methoxyphenyl)methanethione,COC1=CC=C(C=C1)C(=S)N2CCN(CC2)C3=CC(=CC=C3)Cl
[4-(3-Methylphenyl)piperazin-1-yl](phenyl)methanethione,CC1=CC(=CC=C1)N2CCN(CC2)C(=S)C3=CC=CC=C3
Boc-DL-valine,CC(C)C(C(=O)O)NC(=O)OC(C)(C)C
"2-(4,5-Dimethoxy-2-nitrophenyl)acetic acid",COC1=C(C=C(C(=C1)CC(=O)O)[N+](=O)[O-])OC
Methyl 2-[(3-nitrobenzoyl)amino]acetate,COC(=O)CNC(=O)C1=CC(=CC=C1)[N+](=O)[O-]
"Diethyl 4,4'-[1,4-phenylenebis(carbonylimino)]dibenzoate",CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)C(=O)OCC
"Terephthalanilide, 3',3''-dichloro-",C1=CC(=CC(=C1)Cl)NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=CC=C3)Cl
"N-[2-(3,4-Dimethoxyphenyl)ethyl]benzamide",COC1=C(C=C(C=C1)CCNC(=O)C2=CC=CC=C2)OC
Pheneticillin,CC(C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)OC3=CC=CC=C3
(4-Chlorophenyl)(3-methylpiperidin-1-yl)methanone,CC1CCCN(C1)C(=O)C2=CC=C(C=C2)Cl
3-Acetyl-9-methylcarbazole,CC(=O)C1=CC2=C(C=C1)N(C3=CC=CC=C32)C
2-Methyl-n-[(4-methylphenyl)sulfonyl]alanine,CC1=CC=C(C=C1)S(=O)(=O)NC(C)(C)C(=O)O
Noscapine,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
Omacetaxine mepesuccinate,CC(C)(CCC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O
Ethyl 4-(acetoacetylamino)benzoate,CCOC(=O)C1=CC=C(C=C1)NC(=O)CC(=O)C
Carbonic acid-guanidine (1:1),C(=N)(N)N.C(=O)(O)O
(4-Hydroxyphenyl)(morpholino)methanethione,C1COCCN1C(=S)C2=CC=C(C=C2)O
"N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)acetamide",CC(=O)NC1=C(C2=C(S1)CCCC2)C#N
5-Phenyl-3-(5-phenylisoxazol-3-yl)isoxazole,C1=CC=C(C=C1)C2=CC(=NO2)C3=NOC(=C3)C4=CC=CC=C4
4-(o-Methoxythiobenzoyl)morpholine,COC1=CC=CC=C1C(=S)N2CCOCC2
"Benzenesulfonamide, N-(4-methylphenyl)-4-nitro-",CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-]
"Ethyl 1-(4-methoxyphenyl)-4-[(4-methoxyphenyl)amino]-2-methyl-5-oxo-2,5-dihydro-1H-pyrrole-2-carboxylate",CCOC(=O)C1(C=C(C(=O)N1C2=CC=C(C=C2)OC)NC3=CC=C(C=C3)OC)C
Acivicin,C1[C@H](ON=C1Cl)[C@@H](C(=O)O)N
"N,N'-Diethyl-N,N'-bis(2-methylphenyl)benzene-1,3-dicarboxamide",CCN(C1=CC=CC=C1C)C(=O)C2=CC(=CC=C2)C(=O)N(CC)C3=CC=CC=C3C
N-(3-Chloro-2-methylphenyl)-2-(4-chlorophenoxy)acetamide,CC1=C(C=CC=C1Cl)NC(=O)COC2=CC=C(C=C2)Cl
"N-(2,6-Dimethylphenyl)benzenesulfonamide",CC1=C(C(=CC=C1)C)NS(=O)(=O)C2=CC=CC=C2
2-(4-Chlorophenoxy)-N-(4-methoxyphenyl)acetamide,COC1=CC=C(C=C1)NC(=O)COC2=CC=C(C=C2)Cl
"2-(2,4-Dichlorophenoxy)-N-(4-methyl-2-nitrophenyl)acetamide",CC1=CC(=C(C=C1)NC(=O)COC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-]
Cambridge id 6126536,CC1=CC(=C(C=C1)NC(=O)COC2=CC=C(C=C2)Cl)[N+](=O)[O-]
"2-(Furan-2-yl)-4H-3,1-benzoxazin-4-one",C1=CC=C2C(=C1)C(=O)OC(=N2)C3=CC=CO3
N-(3-Nitrophenyl)-3-oxobutanamide,CC(=O)CC(=O)NC1=CC(=CC=C1)[N+](=O)[O-]
N-(2-Naphthyl)-3-oxobutanamide,CC(=O)CC(=O)NC1=CC2=CC=CC=C2C=C1
Ethyl 4-hydroxy-7-methoxyquinoline-3-carboxylate,CCOC(=O)C1=CNC2=C(C1=O)C=CC(=C2)OC
Methyl 2-[(2-nitrobenzoyl)amino]benzoate,COC(=O)C1=CC=CC=C1NC(=O)C2=CC=CC=C2[N+](=O)[O-]
4-(2-Methoxy-5-methylphenyl)-4-oxobutanoic acid,CC1=CC(=C(C=C1)OC)C(=O)CCC(=O)O
1-Methoxy-2-[2-[2-(2-methoxyphenoxy)ethoxy]ethoxy]benzene,COC1=CC=CC=C1OCCOCCOC2=CC=CC=C2OC
"5,8-Dimethoxy-2,4-dimethylquinoline",CC1=CC(=NC2=C(C=CC(=C12)OC)OC)C
"4,4'-Diacetylbiphenyl",CC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)C
"2-(2,4-Dichlorophenoxy)-N-(1-hydroxy-2-methylpropan-2-yl)acetamide",CC(C)(CO)NC(=O)COC1=C(C=C(C=C1)Cl)Cl
"2-(2,4-Dichlorophenoxy)-N-[4-[[2-(2,4-dichlorophenoxy)acetyl]amino]phenyl]acetamide",C1=CC(=CC=C1NC(=O)COC2=C(C=C(C=C2)Cl)Cl)NC(=O)COC3=C(C=C(C=C3)Cl)Cl
1-(4-Bromophenyl)-3-(3-chlorophenyl)urea,C1=CC(=CC(=C1)Cl)NC(=O)NC2=CC=C(C=C2)Br
2-(4-Chlorophenoxy)-N-phenylacetamide,C1=CC=C(C=C1)NC(=O)COC2=CC=C(C=C2)Cl
"3-(4-Chlorophenyl)-1,1-diethylurea",CCN(CC)C(=O)NC1=CC=C(C=C1)Cl
"N-(2-Bromophenyl)-2-[(2,5-dichlorophenyl)sulfanyl]acetamide",C1=CC=C(C(=C1)NC(=O)CSC2=C(C=CC(=C2)Cl)Cl)Br
"N-(3-Bromophenyl)-2-[(2,5-dichlorophenyl)sulfanyl]acetamide",C1=CC(=CC(=C1)Br)NC(=O)CSC2=C(C=CC(=C2)Cl)Cl
Diphenylphosphinylacetic acid,C1=CC=C(C=C1)P(=O)(CC(=O)O)C2=CC=CC=C2
Ethyl 4-hydroxy-8-methoxyquinoline-3-carboxylate,CCOC(=O)C1=CNC2=C(C1=O)C=CC=C2OC
"5-Bromo-3-hydroxy-3-[2-(4-methoxyphenyl)-2-oxoethyl]-1,3-dihydro-2H-indol-2-one",COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3)Br)NC2=O)O
"6-Nitro-2-(pyridin-3-ylmethyl)benzo[de]isoquinoline-1,3-dione",C1=CC2=C(C=CC3=C2C(=C1)C(=O)N(C3=O)CC4=CN=CC=C4)[N+](=O)[O-]
"2,6-Dichloro-4-(3,5-dichloro-4-hydroxyphenyl)sulfonylphenol",C1=C(C=C(C(=C1Cl)O)Cl)S(=O)(=O)C2=CC(=C(C(=C2)Cl)O)Cl
"Ethyl 4-{[(2,4,6-trimethylphenyl)sulfonyl]amino}benzoate",CCOC(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=C(C=C(C=C2C)C)C
1-(4-Fluorophenyl)-3-(4-iodophenyl)urea,C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)I)F
"2,4-Dichloro-N-(4-ethylphenyl)benzamide",CCC1=CC=C(C=C1)NC(=O)C2=C(C=C(C=C2)Cl)Cl
N-(2-Benzoyl-4-chlorophenyl)-4-nitrobenzamide,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)C3=CC=C(C=C3)[N+](=O)[O-]
"N-(2,5-Dimethylphenyl)-4-nitrobenzamide",CC1=CC(=C(C=C1)C)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-]
N-(4-Fluorophenyl)-4-nitrobenzamide,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)F)[N+](=O)[O-]
N-(5-Chloro-2-methoxyphenyl)-4-nitrobenzamide,COC1=C(C=C(C=C1)Cl)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-]
"N-(2,5-Dimethoxyphenyl)butanamide",CCCC(=O)NC1=C(C=CC(=C1)OC)OC
"N-(2,3-Dimethylphenyl)-2-phenylacetamide",CC1=C(C(=CC=C1)NC(=O)CC2=CC=CC=C2)C
"N,N'-Bis(5-chloro-2-methoxyphenyl)terephthalamide",COC1=C(C=C(C=C1)Cl)NC(=O)C2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)Cl)OC
[(3-Acetylphenyl)amino]-N-naphthylcarboxamide,CC(=O)C1=CC(=CC=C1)NC(=O)NC2=CC=CC3=CC=CC=C32
3-Chlorobenzo[b]thiophene-2-carboxylic acid,C1=CC=C2C(=C1)C(=C(S2)C(=O)O)Cl
4-(Benzylideneamino)benzenesulfonamide,C1=CC=C(C=C1)C=NC2=CC=C(C=C2)S(=O)(=O)N
N-(4-Nitrophenyl)-2-phenoxyacetamide,C1=CC=C(C=C1)OCC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]
"2,4,6-Trimethyl-N-(2-methyl-5-nitrophenyl)benzenesulfonamide",CC1=C(C=C(C=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=C(C=C2C)C)C
3-Fluoro-N-[4-(phenylamino)phenyl]benzamide,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)F
1-[Butyl(2-dibutylphosphorylethyl)phosphoryl]butane,CCCCP(=O)(CCCC)CCP(=O)(CCCC)CCCC
Nafronyl oxalate,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32.C(=O)(C(=O)O)O
"3-Hydroxy-3-(1-oxo-1,2,3,4-tetrahydronaphthalen-2-yl)-1,3-dihydro-2H-indol-2-one",C1CC2=CC=CC=C2C(=O)C1C3(C4=CC=CC=C4NC3=O)O
"8-{[1-(Hydroxymethyl)propyl]amino}-1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione",CCC(CO)NC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C
"3-[2-(4-Chlorophenyl)-2-oxoethyl]-3-hydroxy-1,3-dihydro-2H-indol-2-one",C1=CC=C2C(=C1)C(C(=O)N2)(CC(=O)C3=CC=C(C=C3)Cl)O
3-Hydroxy-3-[2-(4-methylphenyl)-2-oxoethyl]-1H-indol-2-one,CC1=CC=C(C=C1)C(=O)CC2(C3=CC=CC=C3NC2=O)O
"6-Amino-3-methyl-1,4-diphenyl-1,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile",CC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CC=CC=C3)C4=CC=CC=C4
"6-Amino-3-methyl-4-(4-nitrophenyl)-1-phenyl-1,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile",CC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4
1-(5-Nitropyridin-2-yl)benzotriazole,C1=CC=C2C(=C1)N=NN2C3=NC=C(C=C3)[N+](=O)[O-]
2-Phenylethynesulfonamide,C1=CC=C(C=C1)C#CS(=O)(=O)N
"2,3,4,5,6,7-Hexahydro-3,3,6,6-tetramethyl-9-(3-nitrophenyl)-9H-xanthene-1,8-dione",CC1(CC2=C(C(C3=C(O2)CC(CC3=O)(C)C)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)C1)C
1-Methyl-2-(1-methylbenzimidazol-2-yl)benzimidazole,CN1C2=CC=CC=C2N=C1C3=NC4=CC=CC=C4N3C
"5-Methyl-8,9,10,11-tetrahydro[1]benzothieno[3,2-e][1,2,4]triazolo[4,3-c]pyrimidine",CC1=NC2=C(C3=C(S2)CCCC3)C4=NN=CN14
"3,5-Dimethyl-2,6-diphenylpiperidin-4-ol",CC1C(C(C(NC1C2=CC=CC=C2)C3=CC=CC=C3)C)O
"5-[(4-Nitrophenoxy)methyl]-1,3-oxazolidin-2-one",C1C(OC(=O)N1)COC2=CC=C(C=C2)[N+](=O)[O-]
"Diethyl 2-(3-oxo-1,3-diphenylpropyl)malonate",CCOC(=O)C(C(CC(=O)C1=CC=CC=C1)C2=CC=CC=C2)C(=O)OCC
Ethyl 2-[(4-nitrobenzoyl)amino]acetate,CCOC(=O)CNC(=O)C1=CC=C(C=C1)[N+](=O)[O-]
2-Nitro-10-nitrosophenanthren-9-ol,C1=CC=C2C(=C1)C3=C(C=C(C=C3)[N+](=O)[O-])C(=C2O)N=O
2-(4-Chloro-2-methylphenoxy)-N-(2-hydroxyethyl)acetamide,CC1=C(C=CC(=C1)Cl)OCC(=O)NCCO
4-Chloro-N-pentan-2-ylbenzamide,CCCC(C)NC(=O)C1=CC=C(C=C1)Cl
"3,4-Dichloro-N-propan-2-ylbenzamide",CC(C)NC(=O)C1=CC(=C(C=C1)Cl)Cl
"3,4-Dichloro-N-(pentan-2-yl)benzamide",CCCC(C)NC(=O)C1=CC(=C(C=C1)Cl)Cl
"3,4-Dichloro-N-cyclohexylbenzamide",C1CCC(CC1)NC(=O)C2=CC(=C(C=C2)Cl)Cl
"2,4-Dichloro-N-ethylbenzamide",CCNC(=O)C1=C(C=C(C=C1)Cl)Cl
"3-(4-Bromophenyl)-5,6-dihydroimidazo[2,1-b][1,3]thiazole",C1CN2C(=CSC2=N1)C3=CC=C(C=C3)Br
"2,4-Dichloro-N-(1-methylbutyl)benzamide",CCCC(C)NC(=O)C1=C(C=C(C=C1)Cl)Cl
"2,4-Dichloro-N-(2-methoxyphenyl)benzamide",COC1=CC=CC=C1NC(=O)C2=C(C=C(C=C2)Cl)Cl
N-Benzyl-2-chlorobenzamide,C1=CC=C(C=C1)CNC(=O)C2=CC=CC=C2Cl
"5-(4-Methoxyphenyl)cyclohexane-1,3-dione",COC1=CC=C(C=C1)C2CC(=O)CC(=O)C2
"p-Toluenesulfonamide, N,N-diisobutyl-",CC1=CC=C(C=C1)S(=O)(=O)N(CC(C)C)CC(C)C
"2-(2-Nitrophenyl)-3,1-benzoxazin-4-one",C1=CC=C2C(=C1)C(=O)OC(=N2)C3=CC=CC=C3[N+](=O)[O-]
