inhibitor_id,warhead,site,gene,smiles
CI000941,Isothiocyanate,PRO-2,MIF,OCCCCCCN=C=S
CI001060,Isothiocyanate,PRO-2,MIF,CC(CN=C=S)c1ccc(O)cc1
CI001492,Isothiocyanate,PRO-2,MIF,FC(F)(F)c1ccc(CCN=C=S)cc1
CI001493,Isothiocyanate,PRO-2,MIF,Oc1cccc(CCN=C=S)c1
CI001720,Isothiocyanate,PRO-2,MIF,FC(F)(F)c1cccc(CCN=C=S)c1
CI001721,Isothiocyanate,PRO-2,MIF,Oc1ccc(C(N=C=S)c2ccc(O)cc2)cc1
CI001722,Isothiocyanate,PRO-2,MIF,CCC(N=C=S)c1ccc(OC)cc1
CI003310,Amino,PLP cofactor,AADAT,N[C@H]1Cc2cn(Cc3ccccc3)nc2N(O)C1=O
CI003311,Amino,PLP cofactor,AADAT,N[C@H]1Cc2cn(-c3ccccc3)nc2N(O)C1=O
CI003312,Amino,PLP cofactor,AADAT,N[C@H]1Cc2nn(-c3ccccc3)cc2N(O)C1=O
CI003313,Amino,PLP cofactor,AADAT,COc1cc2c(cc1Cc1ccccc1)C[C@H](N)C(=O)N2O
CI003314,Amino,PLP cofactor,AADAT,Cn1ncc2c1N(O)C(=O)[C@@H](N)C2
CI003315,Amino,PLP cofactor,AADAT,Cn1nc(Cc2ccccc2)c2c1N(O)C(=O)[C@@H](N)C2
CI003316,Amino,PLP cofactor,AADAT,COc1cccc(Cc2nn(C)c3c2C[C@H](N)C(=O)N3O)c1
CI003317,Amino,PLP cofactor,AADAT,N[C@H]1Cc2c(c(C(F)(F)F)nn2Cc2ccccc2)N(O)C1=O
CI003318,Amino,PLP cofactor,AADAT,N[C@H]1Cc2c(cnn2Cc2ccccc2)N(O)C1=O
CI003161,3-indolylmethanamines,NT,VDR,COc1ccc(C(Nc2ccccn2)c2c(C)[nH]c3ccccc23)cc1
CI003162,3-indolylmethanamines,NT,VDR,Cc1ccc(C(Nc2ccccn2)c2c(C)[nH]c3ccccc23)cc1
CI003163,3-indolylmethanamines,NT,VDR,COc1cccc(C(Nc2ccccn2)c2c(C)[nH]c3ccccc23)c1
CI003164,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1cccc(Br)c1
CI003165,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1ccc(Br)cc1
CI003166,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1ccc(F)cc1
CI003167,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1ccc(C(C)C)cc1
CI003168,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1cccc(Cl)c1
CI003169,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1cccc(F)c1
CI003170,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccc1)c1ccccc1
CI003171,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccc1)c1ccc(Cl)cc1
CI003172,3-indolylmethanamines,NT,VDR,COc1ccc(C(Nc2ccccc2)c2c(C)[nH]c3ccccc23)cc1
CI003173,3-indolylmethanamines,NT,VDR,Cc1ccc(C(Nc2ccccc2)c2c(C)[nH]c3ccccc23)cc1
CI003175,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccc1)c1ccc([N+](=O)[O-])cc1
CI003176,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(C)Nc1ccccc1
CI003177,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccc1)c1ccc2ccccc2c1
CI003178,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccc1)c1ccc(CCCO)cc1
CI003179,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccccc1)c1ccccc1Cl
CI003180,3-indolylmethanamines,NT,VDR,Cc1[nH]c2ccccc2c1C(Nc1ccc(Cl)cc1)c1ccccc1Cl
CI003181,3-indolylmethanamines,NT,VDR,COc1ccc(NC(c2ccccc2Cl)c2c(C)[nH]c3ccccc23)cc1
CI003182,3-indolylmethanamines,NT,VDR,Cc1ccc(NC(c2ccccc2Cl)c2c(C)[nH]c3ccccc23)cc1
CI003186,3-indolylmethanamines,NT,VDR,COc1ccccc1NC(c1ccccc1Cl)c1c(C)[nH]c2ccccc12
CI003188,3-indolylmethanamines,NT,VDR,Clc1ccccc1C(Nc1ccccc1)c1c[nH]c2ccccc12
CI002407,Azido,NT,Slc6a3,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2CCCCc1ccc(N=[N+]=[N-])c(I)c1
CI002409,Azido,NT,Slc6a3,CN1C2CCC1C(C(=O)OCCc1ccc(N=[N+]=[N-])c(I)c1)C(c1ccc(Cl)cc1)C2
CI002575,Azido,NT,Slc6a3,[N-]=[N+]=Nc1ccc(CCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1I
CI002581,Azido,NT,Slc6a3,[N-]=[N+]=Nc1ccc(CCCN2CCN(CCCN(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1I
CI002582,Azido,NT,Slc6a3,[N-]=[N+]=Nc1ccc(CCN2CCN(CCCN(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1I
CI002583,Azido,NT,Slc6a3,[N-]=[N+]=Nc1ccc(CN2CCN(CCCN(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1I
CI003364,Azido,NT,Slc6a3,[N-]=[N+]=Nc1ccc(CCCN2[C@H]3CC[C@@H]2C[C@H](OC(c2ccc(F)cc2)c2ccc(F)cc2)C3)cc1I
CI003366,Azido,NT,Slc6a3,[N-]=[N+]=Nc1ccc(CCCCN2[C@H]3CC[C@@H]2C[C@H](OC(c2ccc(F)cc2)c2ccc(F)cc2)C3)cc1I
CI003110,Benzoquinone,NT,MAOA,CC1=C(C)C(=O)c2cc(C)ccc2C1=O
CI004029,Benzoquinone,NT,MAOA,O=C1C=CC(=O)C(C2CCCC2)=C1
CI004126,Benzoquinone,NT,MAOA,O=C1C=CC(=O)C(Cc2ccccc2)=C1
CI004137,Benzoquinone,NT,MAOA,O=C1C=CC(=O)C(OCc2ccccc2)=C1
CI001949,Boronic Acid,NT,Not Available,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1cccc(N=C(N)N)c1)NC(=O)c1ccccc1)B(O)O
CI001963,Boronic Acid,NT,Not Available,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1ccc(N=C(N)N)cc1)NC(=O)c1ccccc1)B(O)O
CI001983,Boronic Acid,NT,Not Available,NCc1ccc(C[C@H](NC(=O)c2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)B(O)O)cc1
CI001990,Boronic Acid,NT,Not Available,NC(N)=NCCC[C@H](NC(=O)c1ccccc1)B(O)O
CI001993,Boronic Acid,NT,Not Available,NCCC[C@H](NC(=O)c1ccccc1)B(O)O
CI001999,Boronic Acid,NT,Not Available,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1ccc(N)cc1)NC(=O)c1ccccc1)B(O)O
CI002008,Boronic Acid,NT,Not Available,NC(N)=NCCC[C@H](NC(=O)[C@@H](NC(=O)c1ccccc1)c1cccc(N=C(N)N)c1)B(O)O
CI002018,Boronic Acid,NT,Not Available,CC(C)(C)c1ccc(C(=O)N[C@@H](Cc2ccc(N=C(N)N)cc2)C(=O)N[C@@H](CCCN=C(N)N)B(O)O)cc1
CI002433,Carbamate,NT,Not Available,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)Oc1ccccc1
CI002434,Carbamate,NT,Not Available,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)OCC(Cl)(Cl)Cl
CI002435,Carbamate,NT,Not Available,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)OCc1ccccc1
CI002436,Carbamate,NT,Not Available,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)Oc1ccccc1
CI002437,Carbamate,NT,Not Available,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)Oc1ccccc1
CI002438,Carbamate,NT,Not Available,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)Oc1ccccc1
CI000045,Carbonyl,NT,Ace,C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1
CI000298,Carbonyl,NT,Ace,CC(C)(C)c1cccc(C(=O)C(F)(F)F)c1
CI000350,Carbonyl,NT,F7,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1
CI000372,Carbonyl,NT,F7,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1
CI000434,Carbonyl,NT,F7,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1
CI000435,Carbonyl,NT,F7,N#CC[C@H](NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nccs1
CI000437,Carbonyl,NT,F7,Cc1cccc(C[C@H](NC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c2nccs2)c1
CI000439,Carbonyl,NT,F7,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1cccc(C(F)(F)F)c1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1
CI000441,Carbonyl,NT,F7,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1
CI000443,Carbonyl,NT,F7,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1
CI000444,Carbonyl,NT,F7,N#Cc1ccc(C[C@H](NC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c2nccs2)cc1
CI000446,Carbonyl,NT,F7,Cc1ccccc1C[C@H](NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nccs1
CI000638,Carbonyl,NT,F7,NC(=O)C[C@H](NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nccs1
CI000639,Carbonyl,NT,F7,NC(N)=NCCC[C@H](NC(=O)[C@H](Cc1ccccc1F)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1
CI000712,Carbonyl,NT,CTSL,Cc1cccc(C)c1C(=O)OCC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
CI001063,Carbonyl,NT,Ace,CC(C)Cn1cc(C(=O)C(F)F)cn1
CI001148,Carbonyl,NT,ache,CC(=O)C(F)(F)CCC(C)(C)C
CI001152,Carbonyl,NT,F7,CC[C@@H](C)[C@H](NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nccs1
CI001193,Carbonyl,NT,F13A1,CC(=O)C(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
CI001264,Carbonyl,NT,Ace,CC(C)Cn1cc(C(=O)C(F)(F)F)cn1
CI001265,Carbonyl,NT,Ace,CC(C)n1cc(C(=O)C(F)(F)F)cn1
CI001266,Carbonyl,NT,Ace,CCC(C)n1cc(C(=O)C(F)(F)F)cn1
CI001267,Carbonyl,NT,Ace,O=C(c1cnn(C2CCCC2)c1)C(F)(F)F
CI001362,Carbonyl,NT,CTSL,Cc1cccc(C)c1C(=O)OCC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1
CI001363,Carbonyl,NT,CTSL,Cc1cccc(C)c1C(=O)OCC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1
CI001364,Carbonyl,NT,CTSL,Cc1cccc(C)c1C(=O)OCC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)OCc1ccccc1
CI001365,Carbonyl,NT,CTSL,Cc1cccc(C)c1C(=O)OCC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)OCc1ccccc1
CI001491,Carbonyl,NT,Ace,CCC(CC)n1cc(C(=O)C(F)(F)F)cn1
CI001562,Carbonyl,NT,Ace,CCCC(C)n1cc(C(=O)C(F)(F)F)cn1
CI001790,Carbonyl,NT,Ace,CC(C)(C)c1cccc(C(=O)C(F)F)c1
CI001791,Carbonyl,NT,Ace,CC(C)n1cc(C(=O)C(F)F)cn1
CI001792,Carbonyl,NT,Ace,CCC(C)n1cc(C(=O)C(F)F)cn1
CI001793,Carbonyl,NT,Ace,CCCC(C)n1cc(C(=O)C(F)F)cn1
CI001794,Carbonyl,NT,Ace,CCC(CC)n1cc(C(=O)C(F)F)cn1
CI001795,Carbonyl,NT,Ace,O=C(c1cnn(C2CCCC2)c1)C(F)F
CI001796,Carbonyl,NT,Ace,CC(C)(C)c1cccc(C(=O)CF)c1
CI001797,Carbonyl,NT,Ace,CC(C)n1cc(C(=O)CF)cn1
CI001798,Carbonyl,NT,Ace,CCC(C)n1cc(C(=O)CF)cn1
CI001799,Carbonyl,NT,Ace,CCCC(C)n1cc(C(=O)CF)cn1
CI001800,Carbonyl,NT,Ace,CCC(CC)n1cc(C(=O)CF)cn1
CI001801,Carbonyl,NT,Ace,O=C(CF)c1cnn(C2CCCC2)c1
CI001802,Carbonyl,NT,Ace,CC(C)Cn1cc(C(=O)CF)cn1
CI000084,Carbonyl furan,NT,PIK3CG,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)CC1
CI000300,Carbonyl furan,NT,PIK3CG,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC[C@H](O)[C@@]2(C)C[C@H]1OC(C)=O
CI000401,Carbonyl furan,NT,PIK3CG,COC[C@H]1OC(=O)c2c(C)oc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O
CI000672,Carbonyl furan,NT,PIK3CG,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2C[C@@H](Br)C(=O)[C@@]2(C)C[C@H]1OC(C)=O
CI000805,Carbonyl furan,NT,PIK3CG,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=CC[C@]2(C)C(=O)CC[C@H]2C1C3=O
CI000806,Carbonyl furan,NT,PIK3CG,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC=C(OC(C)=O)[C@@]2(C)C[C@H]1OC(C)=O
CI000807,Carbonyl furan,NT,PIK3CG,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2C[C@@H](OC(C)=O)C(=O)[C@@]2(C)C[C@H]1OC(C)=O
CI000808,Carbonyl furan,NT,PIK3CG,COC(=O)c1coc2c(O)c3c(c(C)c12)C=C[C@]1(C)C(=O)CC[C@@H]31
CI000809,Carbonyl furan,NT,PIK3CG,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2C[C@@H](O)C(=O)[C@@]2(C)C[C@H]1OC(C)=O
CI000990,Cyclipostins,NT,CUT1,COC(=O)C1=C(C)OP(=O)(OC)CCC1
CI001304,Cyclipostins,NT,Rv0183,CCCCCCCCCC[C@@H]1CC[P@@](=O)(OC)OC(C)=C1C(=O)OC
CI001319,Cyclipostins,NT,lipY,CCCCCCCCCCCCCCCCOP1(=O)CCCC(C(=O)OC)=C(C)O1
CI000014,Cyclopropane,NT,KDM1A,NC1CC1c1ccccc1
CI000438,Cyclopropane,NT,KDM1A,N[C@@]1(C(=O)O)C[C@H]1c1ccccc1
CI000642,Cyclopropane,NT,KDM1A,CCOC(=O)[C@]1(N)C[C@H]1c1ccccc1
CI001028,Cyclopropane,NT,KDM1A,N[C@@H]1C[C@H]1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CI001531,Cyclopropane,NT,KDM1A,N[C@@]1(CO)C[C@H]1c1ccccc1
CI001532,Cyclopropane,NT,KDM1A,CC[C@@]1(N)C[C@H]1c1ccccc1.Cl
CI001533,Cyclopropane,NT,KDM1A,CC[C@@]1(N)C[C@@H]1c1ccccc1.Cl
CI001534,Cyclopropane,NT,KDM1A,Cl.N[C@]1(c2ccccc2)C[C@H]1c1ccccc1
CI001535,Cyclopropane,NT,KDM1A,Cl.N[C@]1(Cc2ccccc2)C[C@H]1c1ccccc1
CI001536,Cyclopropane,NT,KDM1A,Cl.N[C@]1(Cc2ccccc2)C[C@@H]1c1ccccc1
CI001537,Cyclopropane,NT,KDM1A,CC[C@]1(N)C[C@@H]1c1ccccc1.Cl
CI001538,Cyclopropane,NT,KDM1A,Cl.N[C@@]1(Cc2ccccc2)C[C@@H]1c1ccccc1
CI001601,Cyclopropane,NT,KDM1A,C[C@]1(N)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F
CI001602,Cyclopropane,NT,KDM1A,C[C@@]1(N)C[C@H]1c1ccccc1.Cl
CI001603,Cyclopropane,NT,KDM1A,Cl.N[C@@]1(c2ccccc2)C[C@@H]1c1ccccc1
CI001604,Cyclopropane,NT,KDM1A,Cl.N[C@@]1(c2ccccc2)C[C@H]1c1ccccc1
CI001607,Cyclopropane,NT,KDM1A,CCC[C@@]1(N)C[C@H]1c1ccccc1.Cl
CI001608,Cyclopropane,NT,KDM1A,Cl.N[C@]1(Cc2ccc3ccccc3c2)C[C@H]1c1ccccc1
CI001609,Cyclopropane,NT,KDM1A,Cl.N[C@]1(CCc2ccccc2)C[C@H]1c1ccccc1
CI001610,Cyclopropane,NT,KDM1A,C[C@]1(N)C[C@@H]1c1ccccc1.Cl
CI001697,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1ccccc1Br.Cl
CI001698,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1ccccc1Cl.Cl
CI001699,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1ccc(C(F)(F)F)cc1.Cl
CI001700,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1ccc(F)cc1.Cl
CI001701,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1cccc(OC)c1.Cl
CI001702,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1cccc(C(F)(F)F)c1.Cl
CI001703,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1ccc(Cl)cc1.Cl
CI001704,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1cccc(F)c1.Cl
CI001705,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1ccc(Br)cc1.Cl
CI001706,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1cccc(Cl)c1.Cl
CI001707,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1cccc(Br)c1.Cl
CI001708,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(CCc2ccccc2)C[C@@H]1c1cccc(Br)c1
CI001709,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(CCc2ccccc2)C[C@@H]1c1ccc(Br)cc1
CI001710,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(CCc2ccccc2)C[C@@H]1c1ccc(Cl)cc1
CI001711,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(CCc2ccccc2)C[C@@H]1c1ccc(F)cc1
CI001712,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(c2ccc3ccccc3c2)C[C@@H]1c1cccc(Br)c1
CI001713,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(c2ccc3ccccc3c2)C[C@@H]1c1cccc(Cl)c1
CI001714,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(c2ccc3ccccc3c2)C[C@@H]1c1ccc(Br)cc1
CI001715,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(c2ccc3ccccc3c2)C[C@@H]1c1ccc(F)cc1
CI001716,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(c2ccc3ccccc3c2)C[C@@H]1c1ccc(Cl)cc1
CI001717,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(Cc2ccccc2)C[C@@H]1c1ccc(Br)cc1
CI001718,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(Cc2ccccc2)C[C@@H]1c1ccc(Cl)cc1
CI001719,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(Cc2ccccc2)C[C@@H]1c1ccc(F)cc1
CI001723,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(c2ccccc2)C[C@@H]1c1ccc(Br)cc1
CI001724,Cyclopropane,NT,RCOR1,Cl.N[C@@]1(c2ccccc2)C[C@@H]1c1ccc(Cl)cc1
CI001725,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1ccc(OC(F)(F)F)cc1.Cl
CI001726,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1ccc(Br)c(F)c1.Cl
CI001727,Cyclopropane,NT,RCOR1,CC[C@]1(N)C[C@@H]1c1ccccc1F.Cl
CI000942,Dialkynylimidazoles,NT,MAPK14,C#Cn1c(C#CCCO)nc(-c2ccc(F)cc2)c1-c1ccncc1
CI000956,Dialkynylimidazoles,NT,MAPK14,C#Cc1nc(-c2ccncc2)c(-c2ccc(F)cc2)n1C#Cc1ccccc1
CI000957,Dialkynylimidazoles,NT,MAPK14,C#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1C#Cc1ccccc1
CI000958,Dialkynylimidazoles,NT,MAPK14,OCC#Cc1nc(-c2ccncc2)c(-c2ccc(F)cc2)n1C#Cc1ccccc1
CI000959,Dialkynylimidazoles,NT,MAPK14,OCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1C#Cc1ccccc1
CI000960,Dialkynylimidazoles,NT,MAPK14,OCCC#Cc1nc(-c2ccncc2)c(-c2ccc(F)cc2)n1C#Cc1ccccc1
CI000961,Dialkynylimidazoles,NT,MAPK14,OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1C#Cc1ccccc1
CI000077,Epoxide,NT,CAPN1,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N
CI000661,Epoxide,NT,Not Available,CCOC(=O)[C@H](Cc1ccc(OCC2CO2)cc1)NC(=O)c1ccccc1
CI000662,Epoxide,NT,Not Available,CCOC(=O)[C@H](Cc1ccc(OCCC2CO2)cc1)NC(=O)c1ccccc1
CI000663,Epoxide,NT,Not Available,CCOC(=O)[C@H](Cc1ccc(OCCCC2CO2)cc1)NC(=O)c1ccccc1
CI000664,Epoxide,NT,PCSK9,CCOC(=O)[C@H](Cc1ccc(OCC2CO2)cc1)NC(C)=O
CI000665,Epoxide,NT,Not Available,O=C(N[C@@H](Cc1ccc(OCC2CO2)cc1)C(=O)Nc1ccc([N+](=O)[O-])cc1)c1ccccc1
CI000666,Epoxide,NT,Not Available,O=C(N[C@@H](Cc1ccc(OCCC2CO2)cc1)C(=O)Nc1ccc([N+](=O)[O-])cc1)c1ccccc1
CI001180,Epoxide,NT,F13A1,O=C(Nc1ccc(S(=O)(=O)N2CCN(C(=O)C3CCCC3)CC2)cc1)C1CO1
CI001377,Epoxide,NT,CAPN1,O=C(NCc1cn(-c2ccc(F)cc2)nn1)[C@H](Cc1cscn1)NC(=O)[C@H]1O[C@@H]1C(=O)O
CI001380,Epoxide,NT,CAPN1,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)Nc1nc(-c2ccc(F)cc2)cs1
CI001381,Epoxide,NT,CAPN1,C#Cc1ccc(-c2csc(NC(=O)[C@H](Cc3cscn3)NC(=O)[C@H]3O[C@@H]3C(=O)O)n2)cc1
CI001389,Epoxide,NT,CAPN1,O=C(Nc1nc(-c2ccc(F)cc2)cs1)[C@H](Cc1cscn1)NC(=O)[C@H]1O[C@@H]1C(=O)O
CI002201,Epoxide,NT,OPRM1,Oc1ccc2c3c1O[C@H]1[C@H](OC[C@H]4CO4)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
CI002202,Epoxide,NT,OPRM1,Oc1ccc2c3c1O[C@H]1[C@H](OC[C@@H]4CO4)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
CI002421,Epoxide,NT,LGMN,CCOC(=O)C1OC1C(=O)N(CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)Cc1ccccc1
CI002422,Epoxide,NT,Not Available,CCOC(=O)C1OC1C(=O)N(CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1
CI002423,Epoxide,NT,LGMN,CCOC(=O)C1OC1C(=O)N(CC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)Cc1ccccc1
CI002424,Epoxide,NT,LGMN,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](C)C(=O)NN(CC(=O)O)C(=O)C1OC1C(=O)OCc1ccccc1
CI002426,Epoxide,NT,LGMN,CCOC(=O)C1OC1C(=O)CN(NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)Cc1ccccc1)C(C)C)C(=O)O
CI002428,Epoxide,NT,Not Available,CCOC(=O)C1OC1C(=O)N(CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)Cc1ccccc1
CI002661,Epoxide,NT,Not Available,CCOC(=O)[C@H]1O[C@H]1[C@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
CI002662,Epoxide,NT,Not Available,CCOC(=O)[C@@H]1O[C@H]1[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
